SurveyID,ParticipantID,EventID,EventDateTimeStart,SurveySatisfactionScore,SurveyUsefulnessScore,SurveyInstructorScore,SurveyRecommendationScore,SurveyRecommendationID,SurveyOverallScore,SurveyComments,SurveySubmissionDate
1008,815,5,2024-06-06 10:00:00,5,4,4,4,1,4.25,"The mixed-media project during Intro to Painting Class really clicked for me, I met people who want to collaborate on projects (wish there had been more time)! The organizers ran things smoothly even with a big crowd, the watercolor session during Intro to Painting Class really clicked for me. It boosted my confidence more than I expected, the color theory lesson during Intro to Painting Class really clicked for me. The sketch warmups during Intro to Painting Class really clicked for me, the mentors were down-to-earth and answered real questions; It was useful overall!",2024-06-06 23:03:00
1009,817,1,2024-11-17 10:00:00,4,5,5,5,2,4.75,"By the end, I left with actionable next steps, the resume clinic during Mentor Office Hours really clicked for me. If I'm being honest, the pacing made complex ideas feel doable, the mentor roundtable during Mentor Office Hours really clicked for me; This pushed me to apply for a related program. — especially for beginners. I left with actionable next steps, the panel Q&A during Mentor Office Hours really clicked for me (snacks were a plus).",2024-11-18 23:23:00
1010,818,8,2022-08-12 10:00:00,5,4,4,5,2,4.5,"The mentors were down-to-earth and answered real questions, the robot build during Web Dev Bootcamp Night really clicked for me. If I'm being honest, the Arduino demo during Web Dev Bootcamp Night really clicked for me, the mentors were down-to-earth and answered real questions!",2022-08-13 13:10:00
1011,820,2,2023-04-08 10:00:00,5,5,4,5,2,4.75,"The coding challenges during Robotics Lab Saturday really clicked for me, the hands-on segment tied everything together; I left energized to keep learning. (snacks were a plus). At first, there were concrete examples I can reuse at school, the Arduino demo during Robotics Lab Saturday really clicked for me.",2023-04-09 14:26:00
1012,821,5,2023-03-23 10:00:00,4,5,4,3,3,4,"The watercolor session during Intro to Painting Class really clicked for me, I left with actionable next steps (wish there had been more time)! The gallery walk during Intro to Painting Class really clicked for me, I left with actionable next steps — especially for beginners. In my opinion, I left with actionable next steps, the mixed-media project during Intro to Painting Class really clicked for me; I'd attend again with a clearer agenda.",2023-03-24 00:27:00
1013,822,6,2023-08-09 10:00:00,4,4,5,5,2,4.5,"Honestly, the data activity during Data Science Study Group really clicked for me, the mentors were down-to-earth and answered real questions; This pushed me to apply for a related program. To be fair, the web dev sprint during Data Science Study Group really clicked for me, I left with actionable next steps; I'd definitely recommend this to a friend.",2023-08-09 15:18:00
1014,823,7,2024-09-15 10:00:00,5,5,4,5,2,4.75,"To be fair, the mentors were down-to-earth and answered real questions, the panel Q&A during Leadership Circle Meetup really clicked for me. I didn't expect this, but, the mentor roundtable during Leadership Circle Meetup really clicked for me, I met people who want to collaborate on projects; I'd definitely recommend this to a friend.",2024-09-15 13:18:00
1015,823,5,2022-03-17 10:00:00,5,5,5,5,2,5,"There were concrete examples I can reuse at school, the gallery walk during Intro to Painting Class really clicked for me (wish there had been more time). The pacing made complex ideas feel doable, the sketch warmups during Intro to Painting Class really clicked for me; I left energized to keep learning.",2022-03-19 09:17:00
1016,826,4,2025-04-15 10:00:00,5,4,4,4,1,4.25,"The hands-on segment tied everything together, the coding challenges during Monthly Coding Club really clicked for me. I didn't expect this, but, the Arduino demo during Monthly Coding Club really clicked for me, the mentors were down-to-earth and answered real questions; I'd attend again with a clearer agenda. The web dev sprint during Monthly Coding Club really clicked for me, there were concrete examples I can reuse at school; I'd attend again with a clearer agenda. (wish there had been more time).",2025-04-15 15:21:00
1017,826,6,2024-04-10 10:00:00,5,4,3,5,2,4.25,"Honestly, it boosted my confidence more than I expected, the data activity during Data Science Study Group really clicked for me. I met people who want to collaborate on projects, the Python lab during Data Science Study Group really clicked for me! The data activity during Data Science Study Group really clicked for me, the pacing made complex ideas feel doable (snacks were a plus).",2024-04-11 16:17:00
1018,827,1,2022-12-04 10:00:00,4,5,5,4,1,4.5,"The networking breakouts during Mentor Office Hours really clicked for me, I left with actionable next steps; This pushed me to apply for a related program. From my perspective, there were concrete examples I can reuse at school, the panel Q&A during Mentor Office Hours really clicked for me; I left energized to keep learning! I didn't expect this, but, it boosted my confidence more than I expected, the panel Q&A during Mentor Office Hours really clicked for me (wish there had been more time).",2022-12-06 06:26:00
1019,827,8,2024-01-05 10:00:00,5,4,5,5,2,4.75,"The robot build during Web Dev Bootcamp Night really clicked for me, it boosted my confidence more than I expected; I left energized to keep learning. There were concrete examples I can reuse at school, the Arduino demo during Web Dev Bootcamp Night really clicked for me; This pushed me to apply for a related program. (wish there had been more time). To be fair, the data activity during Web Dev Bootcamp Night really clicked for me, it boosted my confidence more than I expected; This was absolutely worth the time.",2024-01-05 18:25:00
1020,828,3,2022-02-22 10:00:00,4,5,4,5,2,4.5,"The mentor roundtable during Girls in STEAM Mentoring really clicked for me, I met people who want to collaborate on projects; This was absolutely worth the time. The mentor roundtable during Girls in STEAM Mentoring really clicked for me, there were concrete examples I can reuse at school; This pushed me to apply for a related program. The mentors were down-to-earth and answered real questions, the resume clinic during Girls in STEAM Mentoring really clicked for me; This pushed me to apply for a related program. — which surprised me in a good way. The hands-on segment tied everything together, the mentor roundtable during Girls in STEAM Mentoring really clicked for me — which surprised me in a good way.",2022-02-24 05:22:00
1021,829,3,2022-06-21 10:00:00,4,5,5,5,2,4.75,"From my perspective, the organizers ran things smoothly even with a big crowd, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me; I'd definitely recommend this to a friend. The mentors were down-to-earth and answered real questions, the mentor roundtable during Girls in STEAM Mentoring really clicked for me; I'd definitely recommend this to a friend. — especially for beginners.",2022-06-22 08:10:00
1022,829,5,2023-03-30 10:00:00,4,4,4,5,2,4.25,"The mentors were down-to-earth and answered real questions, the gallery walk during Intro to Painting Class really clicked for me; It was useful overall. The mentors were down-to-earth and answered real questions, the color theory lesson during Intro to Painting Class really clicked for me. I didn't expect this, but, the sketch warmups during Intro to Painting Class really clicked for me, the pacing made complex ideas feel doable; I'd attend again with a clearer agenda.",2023-03-31 17:11:00
1023,830,3,2022-10-04 10:00:00,5,4,5,4,1,4.5,"I didn't expect this, but, the hands-on segment tied everything together, the mentor roundtable during Girls in STEAM Mentoring really clicked for me; I'd definitely recommend this to a friend. Honestly, the hands-on segment tied everything together, the resume clinic during Girls in STEAM Mentoring really clicked for me; I'd definitely recommend this to a friend.",2022-10-05 23:23:00
1024,831,2,2022-06-04 10:00:00,4,4,4,5,2,4.25,"The web dev sprint during Robotics Lab Saturday really clicked for me, the pacing made complex ideas feel doable; I'd attend again with a clearer agenda! Surprisingly, the coding challenges during Robotics Lab Saturday really clicked for me, I met people who want to collaborate on projects; It was useful overall. From my perspective, the Arduino demo during Robotics Lab Saturday really clicked for me, the pacing made complex ideas feel doable; I'd attend again with a clearer agenda. (snacks were a plus).",2022-06-06 03:06:00
1025,831,1,2024-03-17 10:00:00,5,4,5,5,2,4.75,"The mentors were down-to-earth and answered real questions, the mentor roundtable during Mentor Office Hours really clicked for me; I'd definitely recommend this to a friend. — which surprised me in a good way.",2024-03-18 20:10:00
1026,831,3,2025-06-03 10:00:00,4,5,4,4,1,4.25,"The resume clinic during Girls in STEAM Mentoring really clicked for me, I left with actionable next steps. The resume clinic during Girls in STEAM Mentoring really clicked for me, I met people who want to collaborate on projects; I might recommend it depending on the topic.",2025-06-05 05:07:00
1027,832,10,2024-02-15 10:00:00,4,4,5,5,2,4.5,"The watercolor session during Monthly Art Studio Workshop really clicked for me, the organizers ran things smoothly even with a big crowd. The hands-on segment tied everything together, the mixed-media project during Monthly Art Studio Workshop really clicked for me.",2024-02-17 01:11:00
1028,832,1,2023-01-08 10:00:00,5,4,4,5,2,4.5,"If I'm being honest, the hands-on segment tied everything together, the networking breakouts during Mentor Office Hours really clicked for me; This was absolutely worth the time. The organizers ran things smoothly even with a big crowd, the goal-setting exercise during Mentor Office Hours really clicked for me; This was absolutely worth the time.",2023-01-09 01:06:00
1029,832,5,2023-11-02 10:00:00,4,4,4,4,1,4,"Surprisingly, the gallery walk during Intro to Painting Class really clicked for me, there were concrete examples I can reuse at school! I left with actionable next steps, the watercolor session during Intro to Painting Class really clicked for me; I'd attend again with a clearer agenda! If I'm being honest, the color theory lesson during Intro to Painting Class really clicked for me, I met people who want to collaborate on projects!",2023-11-03 14:08:00
1030,833,3,2025-09-02 10:00:00,5,4,5,5,2,4.75,"Honestly, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd. Overall, the panel Q&A during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd; I'd definitely recommend this to a friend.",2025-09-03 04:23:00
1031,833,1,2025-02-16 10:00:00,5,5,5,5,2,5,"The organizers ran things smoothly even with a big crowd, the panel Q&A during Mentor Office Hours really clicked for me; I'd definitely recommend this to a friend.",2025-02-17 19:04:00
1032,833,5,2025-05-08 10:00:00,5,5,5,3,3,4.5,"The mixed-media project during Intro to Painting Class really clicked for me, the hands-on segment tied everything together; This pushed me to apply for a related program. I didn't expect this, but, I left with actionable next steps, the color theory lesson during Intro to Painting Class really clicked for me. To be fair, it boosted my confidence more than I expected, the mixed-media project during Intro to Painting Class really clicked for me; This was absolutely worth the time.",2025-05-09 18:20:00
1033,834,3,2021-11-16 10:00:00,4,4,4,5,2,4.25,"Honestly, the mentors were down-to-earth and answered real questions, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me. At first, the hands-on segment tied everything together, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me — especially for beginners.",2021-11-16 14:13:00
1034,835,1,2023-07-16 10:00:00,4,4,4,4,1,4,"At first, the resume clinic during Mentor Office Hours really clicked for me, I met people who want to collaborate on projects! In my opinion, I met people who want to collaborate on projects, the mentor roundtable during Mentor Office Hours really clicked for me; I might recommend it depending on the topic!",2023-07-17 03:25:00
1035,835,7,2023-11-15 10:00:00,4,4,4,5,2,4.25,"The panel Q&A during Leadership Circle Meetup really clicked for me, the organizers ran things smoothly even with a big crowd. Overall, the mentor roundtable during Leadership Circle Meetup really clicked for me, it boosted my confidence more than I expected. At first, it boosted my confidence more than I expected, the networking breakouts during Leadership Circle Meetup really clicked for me — next time I'd bring a friend.",2023-11-15 20:16:00
1036,835,3,2022-06-28 10:00:00,5,5,5,5,2,5,"Overall, the resume clinic during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd; I left energized to keep learning! Surprisingly, the networking breakouts during Girls in STEAM Mentoring really clicked for me, the hands-on segment tied everything together. The mentor roundtable during Girls in STEAM Mentoring really clicked for me, I left with actionable next steps.",2022-06-29 01:29:00
1037,836,2,2025-04-19 10:00:00,5,4,5,5,2,4.75,"The coding challenges during Robotics Lab Saturday really clicked for me, I met people who want to collaborate on projects — especially for beginners. In my opinion, I left with actionable next steps, the web dev sprint during Robotics Lab Saturday really clicked for me. In my opinion, I met people who want to collaborate on projects, the data activity during Robotics Lab Saturday really clicked for me; This was absolutely worth the time. (snacks were a plus).",2025-04-20 16:11:00
1038,836,6,2025-04-02 10:00:00,4,4,5,5,2,4.5,"The web dev sprint during Data Science Study Group really clicked for me, I left with actionable next steps. To be fair, it boosted my confidence more than I expected, the robot build during Data Science Study Group really clicked for me; This was absolutely worth the time. — next time I'd bring a friend. At first, the web dev sprint during Data Science Study Group really clicked for me, the pacing made complex ideas feel doable — next time I'd bring a friend.",2025-04-02 17:18:00
1039,837,5,2024-03-14 10:00:00,4,5,2,5,2,4,"The organizers ran things smoothly even with a big crowd, the color theory lesson during Intro to Painting Class really clicked for me. At first, the mixed-media project during Intro to Painting Class really clicked for me, the mentors were down-to-earth and answered real questions!",2024-03-15 13:01:00
1040,838,2,2025-04-26 10:00:00,5,3,4,4,1,4,"It boosted my confidence more than I expected, the Python lab during Robotics Lab Saturday really clicked for me (snacks were a plus). The mentors were down-to-earth and answered real questions, the robot build during Robotics Lab Saturday really clicked for me; It was useful overall. (wish there had been more time).",2025-04-27 13:27:00
1041,839,6,2023-09-20 10:00:00,4,4,3,5,2,4,"In my opinion, the Python lab during Data Science Study Group really clicked for me, the organizers ran things smoothly even with a big crowd; I'd attend again with a clearer agenda. — especially for beginners! The hands-on segment tied everything together, the coding challenges during Data Science Study Group really clicked for me; I'm curious to see how the next session improves. By the end, the hands-on segment tied everything together, the coding challenges during Data Science Study Group really clicked for me; I might recommend it depending on the topic!",2023-09-21 06:10:00
1042,840,2,2025-07-12 10:00:00,4,4,5,4,1,4.25,"There were concrete examples I can reuse at school, the web dev sprint during Robotics Lab Saturday really clicked for me; I'd attend again with a clearer agenda! I left with actionable next steps, the data activity during Robotics Lab Saturday really clicked for me; It was useful overall.",2025-07-13 02:17:00
1043,840,3,2022-07-05 10:00:00,5,4,5,5,2,4.75,"The mentor roundtable during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd. The networking breakouts during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd; I'd come again and bring a classmate next time.",2022-07-07 02:09:00
1044,840,4,2022-03-15 10:00:00,5,5,3,5,2,4.5,"The coding challenges during Monthly Coding Club really clicked for me, I met people who want to collaborate on projects. The Python lab during Monthly Coding Club really clicked for me, the mentors were down-to-earth and answered real questions (wish there had been more time).",2022-03-17 05:10:00
1045,840,3,2023-05-09 10:00:00,4,5,4,5,2,4.5,"The mentors were down-to-earth and answered real questions, the resume clinic during Girls in STEAM Mentoring really clicked for me — especially for beginners. The resume clinic during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd; This was absolutely worth the time. The resume clinic during Girls in STEAM Mentoring really clicked for me, there were concrete examples I can reuse at school; I'd come again and bring a classmate next time.",2023-05-10 07:02:00
1046,841,3,2025-09-16 10:00:00,4,5,5,5,2,4.75,"The mentor roundtable during Girls in STEAM Mentoring really clicked for me, the mentors were down-to-earth and answered real questions; I'd definitely recommend this to a friend. Surprisingly, I met people who want to collaborate on projects, the resume clinic during Girls in STEAM Mentoring really clicked for me. Honestly, the organizers ran things smoothly even with a big crowd, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me.",2025-09-17 14:02:00
1047,841,2,2023-08-05 10:00:00,5,5,5,5,2,5,"The Arduino demo during Robotics Lab Saturday really clicked for me, I left with actionable next steps; This was absolutely worth the time! The Python lab during Robotics Lab Saturday really clicked for me, I met people who want to collaborate on projects; This pushed me to apply for a related program. — next time I'd bring a friend. The Python lab during Robotics Lab Saturday really clicked for me, there were concrete examples I can reuse at school.",2023-08-06 14:24:00
1048,843,5,2023-06-15 10:00:00,4,3,5,4,1,4,"In my opinion, the color theory lesson during Intro to Painting Class really clicked for me, there were concrete examples I can reuse at school. The sketch warmups during Intro to Painting Class really clicked for me, the mentors were down-to-earth and answered real questions; I might recommend it depending on the topic. — which surprised me in a good way.",2023-06-16 13:25:00
1049,843,10,2024-05-15 10:00:00,4,5,3,4,1,4,"The gallery walk during Monthly Art Studio Workshop really clicked for me, I left with actionable next steps. To be fair, the sketch warmups during Monthly Art Studio Workshop really clicked for me, the hands-on segment tied everything together; I might recommend it depending on the topic. (wish there had been more time). The sketch warmups during Monthly Art Studio Workshop really clicked for me, I met people who want to collaborate on projects.",2024-05-15 12:27:00
1050,843,1,2023-01-01 10:00:00,5,4,5,5,2,4.75,"It boosted my confidence more than I expected, the resume clinic during Mentor Office Hours really clicked for me. The mentor roundtable during Mentor Office Hours really clicked for me, the organizers ran things smoothly even with a big crowd. The goal-setting exercise during Mentor Office Hours really clicked for me, there were concrete examples I can reuse at school — which surprised me in a good way.",2023-01-02 10:02:00
1051,844,3,2024-01-30 10:00:00,5,4,5,4,1,4.5,"By the end, the resume clinic during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd. The panel Q&A during Girls in STEAM Mentoring really clicked for me, the hands-on segment tied everything together; I left energized to keep learning. If I'm being honest, the mentor roundtable during Girls in STEAM Mentoring really clicked for me, the hands-on segment tied everything together; I'd come again and bring a classmate next time. In my opinion, the mentors were down-to-earth and answered real questions, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me — which surprised me in a good way.",2024-01-31 06:29:00
1052,847,2,2024-08-17 10:00:00,4,4,5,4,1,4.25,"The Arduino demo during Robotics Lab Saturday really clicked for me, the pacing made complex ideas feel doable! The hands-on segment tied everything together, the Python lab during Robotics Lab Saturday really clicked for me; I might recommend it depending on the topic.",2024-08-18 18:21:00
1053,849,6,2024-09-11 10:00:00,4,4,5,5,2,4.5,"Overall, it boosted my confidence more than I expected, the Python lab during Data Science Study Group really clicked for me; I'd come again and bring a classmate next time! The pacing made complex ideas feel doable, the robot build during Data Science Study Group really clicked for me; This was absolutely worth the time.",2024-09-12 12:10:00
1054,850,7,2023-07-15 10:00:00,5,4,5,4,1,4.5,"I didn't expect this, but, the pacing made complex ideas feel doable, the resume clinic during Leadership Circle Meetup really clicked for me. I left with actionable next steps, the goal-setting exercise during Leadership Circle Meetup really clicked for me; I left energized to keep learning. (snacks were a plus).",2023-07-16 12:05:00
1055,851,1,2024-11-03 10:00:00,5,4,5,4,1,4.5,"It boosted my confidence more than I expected, the networking breakouts during Mentor Office Hours really clicked for me; This was absolutely worth the time. The organizers ran things smoothly even with a big crowd, the resume clinic during Mentor Office Hours really clicked for me; This pushed me to apply for a related program. To be fair, the networking breakouts during Mentor Office Hours really clicked for me, I left with actionable next steps; I'd come again and bring a classmate next time.",2024-11-04 02:18:00
1056,852,8,2023-01-06 10:00:00,5,5,4,4,1,4.5,"Honestly, the coding challenges during Web Dev Bootcamp Night really clicked for me, the hands-on segment tied everything together. The Python lab during Web Dev Bootcamp Night really clicked for me, it boosted my confidence more than I expected; I left energized to keep learning. Surprisingly, it boosted my confidence more than I expected, the web dev sprint during Web Dev Bootcamp Night really clicked for me.",2023-01-07 02:14:00
1057,854,3,2025-07-15 10:00:00,4,3,4,5,2,4,"The goal-setting exercise during Girls in STEAM Mentoring really clicked for me, the pacing made complex ideas feel doable; It was useful overall! There were concrete examples I can reuse at school, the networking breakouts during Girls in STEAM Mentoring really clicked for me; I might recommend it depending on the topic!",2025-07-16 08:00:00
1058,854,2,2023-10-14 10:00:00,4,4,4,5,2,4.25,"At first, the hands-on segment tied everything together, the coding challenges during Robotics Lab Saturday really clicked for me; It was useful overall. The hands-on segment tied everything together, the coding challenges during Robotics Lab Saturday really clicked for me. From my perspective, the hands-on segment tied everything together, the Arduino demo during Robotics Lab Saturday really clicked for me; I'm curious to see how the next session improves.",2023-10-16 01:18:00
1059,854,2,2022-01-01 10:00:00,5,4,4,4,1,4.25,"The data activity during Robotics Lab Saturday really clicked for me, there were concrete examples I can reuse at school; It was useful overall. To be fair, the coding challenges during Robotics Lab Saturday really clicked for me, the mentors were down-to-earth and answered real questions; I'd attend again with a clearer agenda. — which surprised me in a good way!",2022-01-03 00:00:00
1060,855,2,2023-06-17 10:00:00,4,4,4,5,2,4.25,"The coding challenges during Robotics Lab Saturday really clicked for me, there were concrete examples I can reuse at school; It was useful overall. The organizers ran things smoothly even with a big crowd, the Arduino demo during Robotics Lab Saturday really clicked for me. I didn't expect this, but, it boosted my confidence more than I expected, the robot build during Robotics Lab Saturday really clicked for me!",2023-06-17 16:26:00
1061,855,6,2023-03-01 10:00:00,3,4,5,5,2,4.25,"There were concrete examples I can reuse at school, the web dev sprint during Data Science Study Group really clicked for me; I might recommend it depending on the topic. The hands-on segment tied everything together, the robot build during Data Science Study Group really clicked for me.",2023-03-01 16:00:00
1062,855,6,2025-05-14 10:00:00,4,4,4,5,2,4.25,"To be fair, I met people who want to collaborate on projects, the Python lab during Data Science Study Group really clicked for me. In my opinion, the data activity during Data Science Study Group really clicked for me, the hands-on segment tied everything together; It was useful overall. Honestly, the organizers ran things smoothly even with a big crowd, the web dev sprint during Data Science Study Group really clicked for me.",2025-05-14 11:07:00
1063,855,10,2022-01-15 10:00:00,5,4,5,3,3,4.25,"The sketch warmups during Monthly Art Studio Workshop really clicked for me, the organizers ran things smoothly even with a big crowd; I might recommend it depending on the topic. — next time I'd bring a friend. The color theory lesson during Monthly Art Studio Workshop really clicked for me, the organizers ran things smoothly even with a big crowd (snacks were a plus). Honestly, the organizers ran things smoothly even with a big crowd, the watercolor session during Monthly Art Studio Workshop really clicked for me; I might recommend it depending on the topic!",2022-01-16 21:13:00
1064,857,3,2025-03-04 10:00:00,4,5,4,5,2,4.5,"There were concrete examples I can reuse at school, the networking breakouts during Girls in STEAM Mentoring really clicked for me; I'd come again and bring a classmate next time. Honestly, the mentors were down-to-earth and answered real questions, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me; I'd definitely recommend this to a friend. It boosted my confidence more than I expected, the panel Q&A during Girls in STEAM Mentoring really clicked for me; I left energized to keep learning.",2025-03-05 18:07:00
1065,857,3,2023-02-28 10:00:00,5,4,4,5,2,4.5,"At first, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me, I left with actionable next steps; This pushed me to apply for a related program. — especially for beginners. The hands-on segment tied everything together, the resume clinic during Girls in STEAM Mentoring really clicked for me; I'd definitely recommend this to a friend. — next time I'd bring a friend.",2023-03-02 07:10:00
1066,858,2,2021-12-18 10:00:00,5,5,4,5,2,4.75,"In my opinion, the Arduino demo during Robotics Lab Saturday really clicked for me, I met people who want to collaborate on projects. The data activity during Robotics Lab Saturday really clicked for me, it boosted my confidence more than I expected; I'd definitely recommend this to a friend. Surprisingly, the data activity during Robotics Lab Saturday really clicked for me, the hands-on segment tied everything together.",2021-12-18 14:14:00
1067,861,3,2024-09-10 10:00:00,5,4,5,5,2,4.75,"In my opinion, the mentor roundtable during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd; This pushed me to apply for a related program. It boosted my confidence more than I expected, the networking breakouts during Girls in STEAM Mentoring really clicked for me; This pushed me to apply for a related program.",2024-09-11 17:18:00
1068,862,1,2025-08-17 10:00:00,4,4,4,5,2,4.25,"In my opinion, the mentor roundtable during Mentor Office Hours really clicked for me, it boosted my confidence more than I expected. Surprisingly, the networking breakouts during Mentor Office Hours really clicked for me, the pacing made complex ideas feel doable. The organizers ran things smoothly even with a big crowd, the panel Q&A during Mentor Office Hours really clicked for me; I'm curious to see how the next session improves.",2025-08-17 13:28:00
1069,863,2,2025-06-28 10:00:00,4,4,5,5,2,4.5,"The web dev sprint during Robotics Lab Saturday really clicked for me, the mentors were down-to-earth and answered real questions; This was absolutely worth the time. Surprisingly, I met people who want to collaborate on projects, the Arduino demo during Robotics Lab Saturday really clicked for me; I left energized to keep learning.",2025-06-29 05:22:00
1070,865,7,2023-07-15 10:00:00,4,4,4,5,2,4.25,"The resume clinic during Leadership Circle Meetup really clicked for me, the organizers ran things smoothly even with a big crowd. Overall, the resume clinic during Leadership Circle Meetup really clicked for me, the pacing made complex ideas feel doable; I might recommend it depending on the topic. The goal-setting exercise during Leadership Circle Meetup really clicked for me, there were concrete examples I can reuse at school; I'm curious to see how the next session improves.",2023-07-17 06:06:00
1071,865,1,2024-07-14 10:00:00,3,5,5,4,1,4.25,"Overall, the panel Q&A during Mentor Office Hours really clicked for me, the pacing made complex ideas feel doable; I'm curious to see how the next session improves.",2024-07-16 05:04:00
1072,865,1,2025-08-24 10:00:00,5,5,4,5,2,4.75,"I didn't expect this, but, I met people who want to collaborate on projects, the networking breakouts during Mentor Office Hours really clicked for me; I left energized to keep learning! The networking breakouts during Mentor Office Hours really clicked for me, it boosted my confidence more than I expected!",2025-08-24 13:03:00
1073,865,7,2025-09-15 10:00:00,5,4,3,5,2,4.25,"Honestly, the resume clinic during Leadership Circle Meetup really clicked for me, it boosted my confidence more than I expected; I'm curious to see how the next session improves. The networking breakouts during Leadership Circle Meetup really clicked for me, the organizers ran things smoothly even with a big crowd. I left with actionable next steps, the goal-setting exercise during Leadership Circle Meetup really clicked for me; It was useful overall!",2025-09-16 06:17:00
1074,867,8,2023-09-15 10:00:00,4,4,5,5,2,4.5,"The data activity during Web Dev Bootcamp Night really clicked for me, the pacing made complex ideas feel doable; I'd come again and bring a classmate next time.",2023-09-15 17:04:00
1075,868,4,2021-12-15 10:00:00,5,4,5,4,1,4.5,"Overall, the pacing made complex ideas feel doable, the data activity during Monthly Coding Club really clicked for me. The mentors were down-to-earth and answered real questions, the coding challenges during Monthly Coding Club really clicked for me (snacks were a plus). The mentors were down-to-earth and answered real questions, the web dev sprint during Monthly Coding Club really clicked for me; This pushed me to apply for a related program!",2021-12-17 00:11:00
1076,868,3,2024-08-27 10:00:00,5,5,5,5,2,5,"From my perspective, the hands-on segment tied everything together, the panel Q&A during Girls in STEAM Mentoring really clicked for me; I'd definitely recommend this to a friend. — next time I'd bring a friend. The mentors were down-to-earth and answered real questions, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me.",2024-08-27 13:10:00
1077,868,8,2025-02-21 10:00:00,4,5,5,5,2,4.75,"There were concrete examples I can reuse at school, the web dev sprint during Web Dev Bootcamp Night really clicked for me; This was absolutely worth the time. (wish there had been more time). The coding challenges during Web Dev Bootcamp Night really clicked for me, the pacing made complex ideas feel doable.",2025-02-21 23:10:00
1078,869,6,2023-10-25 10:00:00,4,3,3,5,2,3.75,"At first, the room was a bit crowded, yet the content landed, and the Python lab was helpful during Data Science Study Group. Honestly, not every topic applied to me, but I took notes for later, and the data activity was helpful during Data Science Study Group! At first, I knew parts of it already, but I still learned something, and the robot build was helpful during Data Science Study Group. I'm curious to see how the next session improves! The room was a bit crowded, yet the content landed, and the Arduino demo was helpful during Data Science Study Group!",2023-10-26 12:21:00
1079,869,6,2022-08-17 10:00:00,5,4,5,5,2,4.75,"Honestly, the web dev sprint during Data Science Study Group really clicked for me, the hands-on segment tied everything together; This was absolutely worth the time. The Python lab during Data Science Study Group really clicked for me, there were concrete examples I can reuse at school; I left energized to keep learning.",2022-08-17 17:06:00
1080,870,3,2025-11-04 10:00:00,5,4,4,5,2,4.5,"The mentor roundtable during Girls in STEAM Mentoring really clicked for me, the pacing made complex ideas feel doable; This pushed me to apply for a related program! If I'm being honest, the organizers ran things smoothly even with a big crowd, the mentor roundtable during Girls in STEAM Mentoring really clicked for me!",2025-11-06 00:05:00
1081,871,8,2022-01-14 10:00:00,4,4,5,5,2,4.5,"Overall, the pacing made complex ideas feel doable, the web dev sprint during Web Dev Bootcamp Night really clicked for me. The mentors were down-to-earth and answered real questions, the web dev sprint during Web Dev Bootcamp Night really clicked for me; This was absolutely worth the time. — especially for beginners.",2022-01-16 02:08:00
1082,872,3,2023-11-07 10:00:00,3,4,4,3,3,3.5,"I knew parts of it already, but I still learned something, and the panel Q&A was helpful during Girls in STEAM Mentoring! Honestly, not every topic applied to me, but I took notes for later, and the mentor roundtable was helpful during Girls in STEAM Mentoring! Slides were dense, though the discussion helped, and the goal-setting exercise was helpful during Girls in STEAM Mentoring. I'm curious to see how the next session improves!",2023-11-09 02:29:00
1083,872,10,2023-05-15 10:00:00,4,4,4,4,1,4,"Overall, it boosted my confidence more than I expected, the gallery walk during Monthly Art Studio Workshop really clicked for me. By the end, the sketch warmups during Monthly Art Studio Workshop really clicked for me, the organizers ran things smoothly even with a big crowd; I might recommend it depending on the topic.",2023-05-15 19:24:00
1084,872,4,2025-09-15 10:00:00,5,5,5,3,3,4.5,"It boosted my confidence more than I expected, the Python lab during Monthly Coding Club really clicked for me. At first, the robot build during Monthly Coding Club really clicked for me, I left with actionable next steps — which surprised me in a good way. In my opinion, the mentors were down-to-earth and answered real questions, the robot build during Monthly Coding Club really clicked for me; This was absolutely worth the time.",2025-09-16 16:00:00
1085,874,5,2024-12-05 10:00:00,3,4,4,3,3,3.5,"The room was a bit crowded, yet the content landed, and the color theory lesson was helpful during Intro to Painting Class. At first, slides were dense, though the discussion helped, and the sketch warmups was helpful during Intro to Painting Class. It was useful overall! At first, some sections moved quickly but were still useful, and the sketch warmups was helpful during Intro to Painting Class. I might recommend it depending on the topic.",2024-12-05 21:27:00
