EventDetailsID,EventID,EventDateTimeStart,EventLocation,EventDateTimeEnd,EventCapacity,EventRegistrationDeadline
788,1,2023-09-10 10:00:00,Art Studio 2,2023-09-10 12:00:00,100,2023-09-03 10:00:00
789,8,2025-03-21 10:00:00,Art Studio 2,2025-03-21 12:00:00,100,2025-03-14 10:00:00
790,8,2022-01-28 10:00:00,Ella Rises HQ,2022-01-28 12:00:00,100,2022-01-21 10:00:00
791,1,2022-05-15 10:00:00,Art Studio 2,2022-05-15 12:00:00,100,2022-05-08 10:00:00
792,1,2023-02-12 10:00:00,Art Studio 2,2023-02-12 12:00:00,100,2023-02-05 10:00:00
793,8,2023-01-13 10:00:00,Art Studio 2,2023-01-13 12:00:00,100,2023-01-06 10:00:00
794,3,2024-05-07 10:00:00,Ella Rises HQ,2024-05-07 12:00:00,100,2024-04-30 10:00:00
795,8,2024-08-23 10:00:00,Art Studio 2,2024-08-23 12:00:00,100,2024-08-16 10:00:00
796,2,2022-11-19 10:00:00,Community Center Room A,2022-11-19 12:00:00,100,2022-11-12 10:00:00
797,2,2025-08-09 10:00:00,Local Library,2025-08-09 12:00:00,100,2025-08-02 10:00:00
798,2,2023-08-05 10:00:00,Community Center Room A,2023-08-05 12:00:00,100,2023-07-29 10:00:00
799,1,2022-11-27 10:00:00,Ella Rises HQ,2022-11-27 12:00:00,100,2022-11-20 10:00:00
800,5,2024-11-14 10:00:00,Local Library,2024-11-14 12:00:00,100,2024-11-07 10:00:00
801,2,2022-05-07 10:00:00,Virtual Zoom,2022-05-07 12:00:00,100,2022-04-30 10:00:00
802,5,2023-11-30 10:00:00,Ella Rises HQ,2023-11-30 12:00:00,100,2023-11-23 10:00:00
803,2,2022-10-08 10:00:00,Virtual Zoom,2022-10-08 12:00:00,100,2022-10-01 10:00:00
804,2,2023-11-04 10:00:00,Art Studio 2,2023-11-04 12:00:00,100,2023-10-28 10:00:00
805,3,2024-12-17 10:00:00,Art Studio 2,2024-12-17 12:00:00,100,2024-12-10 10:00:00
806,6,2023-10-25 10:00:00,Local Library,2023-10-25 12:00:00,100,2023-10-18 10:00:00
807,3,2025-06-03 10:00:00,Community Center Room A,2025-06-03 12:00:00,100,2025-05-27 10:00:00
808,1,2022-06-05 10:00:00,Virtual Zoom,2022-06-05 12:00:00,100,2022-05-29 10:00:00
809,5,2023-07-20 10:00:00,Ella Rises HQ,2023-07-20 12:00:00,100,2023-07-13 10:00:00
810,5,2025-02-27 10:00:00,Community Center Room A,2025-02-27 12:00:00,100,2025-02-20 10:00:00
811,5,2022-02-17 10:00:00,Local Library,2022-02-17 12:00:00,100,2022-02-10 10:00:00
812,1,2024-03-31 10:00:00,Ella Rises HQ,2024-03-31 12:00:00,100,2024-03-24 10:00:00
813,2,2025-04-05 10:00:00,Ella Rises HQ,2025-04-05 12:00:00,100,2025-03-29 10:00:00
814,8,2022-10-21 10:00:00,Virtual Zoom,2022-10-21 12:00:00,100,2022-10-14 10:00:00
815,10,2023-11-15 10:00:00,Virtual Zoom,2023-11-15 12:00:00,100,2023-11-08 10:00:00
816,3,2024-04-09 10:00:00,Art Studio 2,2024-04-09 12:00:00,100,2024-04-02 10:00:00
817,3,2022-08-23 10:00:00,Ella Rises HQ,2022-08-23 12:00:00,100,2022-08-16 10:00:00
818,3,2025-10-07 10:00:00,Art Studio 2,2025-10-07 12:00:00,100,2025-09-30 10:00:00
819,1,2024-08-25 10:00:00,Art Studio 2,2024-08-25 12:00:00,100,2024-08-18 10:00:00
820,1,2024-02-04 10:00:00,Community Center Room A,2024-02-04 12:00:00,100,2024-01-28 10:00:00
821,1,2023-03-26 10:00:00,Community Center Room A,2023-03-26 12:00:00,100,2023-03-19 10:00:00
822,8,2024-07-05 10:00:00,Ella Rises HQ,2024-07-05 12:00:00,100,2024-06-28 10:00:00
823,1,2023-12-03 10:00:00,Community Center Room A,2023-12-03 12:00:00,100,2023-11-26 10:00:00
824,6,2025-10-01 10:00:00,Ella Rises HQ,2025-10-01 12:00:00,100,2025-09-24 10:00:00
825,7,2025-08-15 10:00:00,Local Library,2025-08-15 12:00:00,100,2025-08-08 10:00:00
826,7,2025-05-15 10:00:00,Local Library,2025-05-15 12:00:00,100,2025-05-08 10:00:00
827,2,2022-01-08 10:00:00,Art Studio 2,2022-01-08 12:00:00,100,2022-01-01 10:00:00
828,1,2024-09-08 10:00:00,Local Library,2024-09-08 12:00:00,100,2024-09-01 10:00:00
829,5,2022-03-03 10:00:00,Virtual Zoom,2022-03-03 12:00:00,100,2022-02-24 10:00:00
830,2,2024-05-04 10:00:00,Community Center Room A,2024-05-04 12:00:00,100,2024-04-27 10:00:00
831,7,2022-05-15 10:00:00,Art Studio 2,2022-05-15 12:00:00,100,2022-05-08 10:00:00
832,3,2022-07-26 10:00:00,Art Studio 2,2022-07-26 12:00:00,100,2022-07-19 10:00:00
833,1,2023-04-23 10:00:00,Art Studio 2,2023-04-23 12:00:00,100,2023-04-16 10:00:00
834,10,2024-03-15 10:00:00,Ella Rises HQ,2024-03-15 12:00:00,100,2024-03-08 10:00:00
835,6,2025-06-11 10:00:00,Art Studio 2,2025-06-11 12:00:00,100,2025-06-04 10:00:00
836,4,2023-03-15 10:00:00,Ella Rises HQ,2023-03-15 12:00:00,100,2023-03-08 10:00:00
837,6,2025-05-07 10:00:00,Ella Rises HQ,2025-05-07 12:00:00,100,2025-04-30 10:00:00
838,5,2024-07-11 10:00:00,Local Library,2024-07-11 12:00:00,100,2024-07-04 10:00:00
839,3,2024-07-30 10:00:00,Community Center Room A,2024-07-30 12:00:00,100,2024-07-23 10:00:00
840,5,2023-02-23 10:00:00,Virtual Zoom,2023-02-23 12:00:00,100,2023-02-16 10:00:00
841,4,2025-01-15 10:00:00,Ella Rises HQ,2025-01-15 12:00:00,100,2025-01-08 10:00:00
842,1,2022-10-16 10:00:00,Local Library,2022-10-16 12:00:00,100,2022-10-09 10:00:00
843,5,2025-02-20 10:00:00,Ella Rises HQ,2025-02-20 12:00:00,100,2025-02-13 10:00:00
844,1,2024-09-22 10:00:00,Virtual Zoom,2024-09-22 12:00:00,100,2024-09-15 10:00:00
845,2,2022-02-26 10:00:00,Virtual Zoom,2022-02-26 12:00:00,100,2022-02-19 10:00:00
846,8,2024-08-30 10:00:00,Community Center Room A,2024-08-30 12:00:00,100,2024-08-23 10:00:00
847,3,2023-10-03 10:00:00,Community Center Room A,2023-10-03 12:00:00,100,2023-09-26 10:00:00
848,5,2024-05-02 10:00:00,Local Library,2024-05-02 12:00:00,100,2024-04-25 10:00:00
849,3,2022-08-09 10:00:00,Community Center Room A,2022-08-09 12:00:00,100,2022-08-02 10:00:00
850,2,2024-07-06 10:00:00,Community Center Room A,2024-07-06 12:00:00,100,2024-06-29 10:00:00
851,7,2022-10-15 10:00:00,Virtual Zoom,2022-10-15 12:00:00,100,2022-10-08 10:00:00
852,1,2025-02-23 10:00:00,Virtual Zoom,2025-02-23 12:00:00,100,2025-02-16 10:00:00
853,10,2022-10-15 10:00:00,Ella Rises HQ,2022-10-15 12:00:00,100,2022-10-08 10:00:00
854,5,2022-02-03 10:00:00,Virtual Zoom,2022-02-03 12:00:00,100,2022-01-27 10:00:00
855,5,2024-10-17 10:00:00,Community Center Room A,2024-10-17 12:00:00,100,2024-10-10 10:00:00
856,6,2024-04-24 10:00:00,Art Studio 2,2024-04-24 12:00:00,100,2024-04-17 10:00:00
857,5,2022-09-01 10:00:00,Virtual Zoom,2022-09-01 12:00:00,100,2022-08-25 10:00:00
858,2,2023-04-08 10:00:00,Community Center Room A,2023-04-08 12:00:00,100,2023-04-01 10:00:00
859,5,2023-03-23 10:00:00,Ella Rises HQ,2023-03-23 12:00:00,100,2023-03-16 10:00:00
860,6,2023-08-09 10:00:00,Virtual Zoom,2023-08-09 12:00:00,100,2023-08-02 10:00:00
861,5,2022-03-17 10:00:00,Art Studio 2,2022-03-17 12:00:00,100,2022-03-10 10:00:00
862,1,2022-12-04 10:00:00,Local Library,2022-12-04 12:00:00,100,2022-11-27 10:00:00
863,2,2025-08-16 10:00:00,Art Studio 2,2025-08-16 12:00:00,100,2025-08-09 10:00:00
864,3,2022-02-22 10:00:00,Community Center Room A,2022-02-22 12:00:00,100,2022-02-15 10:00:00
865,3,2022-06-21 10:00:00,Ella Rises HQ,2022-06-21 12:00:00,100,2022-06-14 10:00:00
866,2,2022-06-04 10:00:00,Local Library,2022-06-04 12:00:00,100,2022-05-28 10:00:00
867,3,2025-09-02 10:00:00,Ella Rises HQ,2025-09-02 12:00:00,100,2025-08-26 10:00:00
868,1,2023-07-16 10:00:00,Local Library,2023-07-16 12:00:00,100,2023-07-09 10:00:00
869,7,2023-11-15 10:00:00,Virtual Zoom,2023-11-15 12:00:00,100,2023-11-08 10:00:00
870,6,2025-04-02 10:00:00,Local Library,2025-04-02 12:00:00,100,2025-03-26 10:00:00
871,5,2024-03-14 10:00:00,Local Library,2024-03-14 12:00:00,100,2024-03-07 10:00:00
872,2,2025-04-26 10:00:00,Art Studio 2,2025-04-26 12:00:00,100,2025-04-19 10:00:00
873,2,2025-07-12 10:00:00,Virtual Zoom,2025-07-12 12:00:00,100,2025-07-05 10:00:00
874,2,2022-10-15 10:00:00,Local Library,2022-10-15 12:00:00,100,2022-10-08 10:00:00
875,3,2025-09-16 10:00:00,Ella Rises HQ,2025-09-16 12:00:00,100,2025-09-09 10:00:00
876,2,2024-08-17 10:00:00,Ella Rises HQ,2024-08-17 12:00:00,100,2024-08-10 10:00:00
877,5,2025-02-06 10:00:00,Community Center Room A,2025-02-06 12:00:00,100,2025-01-30 10:00:00
878,8,2024-05-24 10:00:00,Ella Rises HQ,2024-05-24 12:00:00,100,2024-05-17 10:00:00
879,6,2024-09-11 10:00:00,Community Center Room A,2024-09-11 12:00:00,100,2024-09-04 10:00:00
880,8,2023-01-06 10:00:00,Community Center Room A,2023-01-06 12:00:00,100,2022-12-30 10:00:00
881,2,2023-10-14 10:00:00,Art Studio 2,2023-10-14 12:00:00,100,2023-10-07 10:00:00
882,2,2023-06-17 10:00:00,Virtual Zoom,2023-06-17 12:00:00,100,2023-06-10 10:00:00
883,10,2022-01-15 10:00:00,Virtual Zoom,2022-01-15 12:00:00,100,2022-01-08 10:00:00
884,3,2023-10-31 10:00:00,Virtual Zoom,2023-10-31 12:00:00,100,2023-10-24 10:00:00
885,5,2023-03-02 10:00:00,Ella Rises HQ,2023-03-02 12:00:00,100,2023-02-23 10:00:00
886,1,2025-08-17 10:00:00,Virtual Zoom,2025-08-17 12:00:00,100,2025-08-10 10:00:00
887,7,2025-09-15 10:00:00,Virtual Zoom,2025-09-15 12:00:00,100,2025-09-08 10:00:00
888,3,2023-06-20 10:00:00,Art Studio 2,2023-06-20 12:00:00,100,2023-06-13 10:00:00
889,8,2023-09-15 10:00:00,Virtual Zoom,2023-09-15 12:00:00,100,2023-09-08 10:00:00
890,4,2021-12-15 10:00:00,Art Studio 2,2021-12-15 12:00:00,100,2021-12-08 10:00:00
891,8,2025-02-21 10:00:00,Local Library,2025-02-21 12:00:00,100,2025-02-14 10:00:00
892,6,2022-08-17 10:00:00,Ella Rises HQ,2022-08-17 12:00:00,100,2022-08-10 10:00:00
893,3,2025-11-04 10:00:00,Community Center Room A,2025-11-04 12:00:00,100,2025-10-28 10:00:00
894,3,2023-11-07 10:00:00,Ella Rises HQ,2023-11-07 12:00:00,100,2023-10-31 10:00:00
895,4,2025-09-15 10:00:00,Virtual Zoom,2025-09-15 12:00:00,100,2025-09-08 10:00:00
896,5,2022-04-21 10:00:00,Community Center Room A,2022-04-21 12:00:00,100,2022-04-14 10:00:00
897,5,2024-12-05 10:00:00,Ella Rises HQ,2024-12-05 12:00:00,100,2024-11-28 10:00:00
898,8,2024-12-13 10:00:00,Ella Rises HQ,2024-12-13 12:00:00,100,2024-12-06 10:00:00
899,3,2024-12-03 10:00:00,Ella Rises HQ,2024-12-03 12:00:00,100,2024-11-26 10:00:00
900,5,2024-03-21 10:00:00,Ella Rises HQ,2024-03-21 12:00:00,100,2024-03-14 10:00:00
901,2,2023-08-12 10:00:00,Community Center Room A,2023-08-12 12:00:00,100,2023-08-05 10:00:00
902,1,2025-09-07 10:00:00,Virtual Zoom,2025-09-07 12:00:00,100,2025-08-31 10:00:00
903,3,2023-04-25 10:00:00,Community Center Room A,2023-04-25 12:00:00,100,2023-04-18 10:00:00
904,3,2022-01-25 10:00:00,Local Library,2022-01-25 12:00:00,100,2022-01-18 10:00:00
905,1,2024-03-24 10:00:00,Local Library,2024-03-24 12:00:00,100,2024-03-17 10:00:00
906,3,2023-08-01 10:00:00,Ella Rises HQ,2023-08-01 12:00:00,100,2023-07-25 10:00:00
907,8,2025-05-16 10:00:00,Ella Rises HQ,2025-05-16 12:00:00,100,2025-05-09 10:00:00
908,1,2024-12-15 10:00:00,Local Library,2024-12-15 12:00:00,100,2024-12-08 10:00:00
909,5,2025-10-02 10:00:00,Virtual Zoom,2025-10-02 12:00:00,100,2025-09-25 10:00:00
910,9,2024-06-15 10:00:00,Local Library,2024-06-15 12:00:00,100,2024-06-08 10:00:00
911,3,2024-06-18 10:00:00,Ella Rises HQ,2024-06-18 12:00:00,100,2024-06-11 10:00:00
912,5,2025-09-25 10:00:00,Virtual Zoom,2025-09-25 12:00:00,100,2025-09-18 10:00:00
913,2,2024-08-24 10:00:00,Virtual Zoom,2024-08-24 12:00:00,100,2024-08-17 10:00:00
914,6,2025-07-23 10:00:00,Ella Rises HQ,2025-07-23 12:00:00,100,2025-07-16 10:00:00
915,10,2023-10-15 10:00:00,Ella Rises HQ,2023-10-15 12:00:00,100,2023-10-08 10:00:00
916,6,2024-05-08 10:00:00,Ella Rises HQ,2024-05-08 12:00:00,100,2024-05-01 10:00:00
917,6,2023-11-22 10:00:00,Community Center Room A,2023-11-22 12:00:00,100,2023-11-15 10:00:00
918,5,2022-03-10 10:00:00,Community Center Room A,2022-03-10 12:00:00,100,2022-03-03 10:00:00
919,3,2022-02-08 10:00:00,Ella Rises HQ,2022-02-08 12:00:00,100,2022-02-01 10:00:00
920,8,2023-05-19 10:00:00,Community Center Room A,2023-05-19 12:00:00,100,2023-05-12 10:00:00
921,8,2022-01-07 10:00:00,Local Library,2022-01-07 12:00:00,100,2021-12-31 10:00:00
922,2,2022-07-30 10:00:00,Local Library,2022-07-30 12:00:00,100,2022-07-23 10:00:00
923,5,2022-08-04 10:00:00,Ella Rises HQ,2022-08-04 12:00:00,100,2022-07-28 10:00:00
924,6,2022-12-14 10:00:00,Community Center Room A,2022-12-14 12:00:00,100,2022-12-07 10:00:00
925,6,2024-01-17 10:00:00,Ella Rises HQ,2024-01-17 12:00:00,100,2024-01-10 10:00:00
926,5,2023-12-14 10:00:00,Ella Rises HQ,2023-12-14 12:00:00,100,2023-12-07 10:00:00
927,5,2021-12-02 10:00:00,Community Center Room A,2021-12-02 12:00:00,100,2021-11-25 10:00:00
928,2,2024-10-19 10:00:00,Virtual Zoom,2024-10-19 12:00:00,100,2024-10-12 10:00:00
929,6,2024-07-24 10:00:00,Ella Rises HQ,2024-07-24 12:00:00,100,2024-07-17 10:00:00
930,5,2022-10-13 10:00:00,Art Studio 2,2022-10-13 12:00:00,100,2022-10-06 10:00:00
931,3,2022-05-03 10:00:00,Community Center Room A,2022-05-03 12:00:00,100,2022-04-26 10:00:00
932,3,2025-06-17 10:00:00,Local Library,2025-06-17 12:00:00,100,2025-06-10 10:00:00
933,3,2023-11-21 10:00:00,Virtual Zoom,2023-11-21 12:00:00,100,2023-11-14 10:00:00
934,6,2025-03-05 10:00:00,Community Center Room A,2025-03-05 12:00:00,100,2025-02-26 10:00:00
935,4,2024-08-15 10:00:00,Art Studio 2,2024-08-15 12:00:00,100,2024-08-08 10:00:00
936,3,2025-02-25 10:00:00,Community Center Room A,2025-02-25 12:00:00,100,2025-02-18 10:00:00
937,3,2024-04-30 10:00:00,Ella Rises HQ,2024-04-30 12:00:00,100,2024-04-23 10:00:00
938,3,2022-03-22 10:00:00,Local Library,2022-03-22 12:00:00,100,2022-03-15 10:00:00
939,1,2022-04-10 10:00:00,Community Center Room A,2022-04-10 12:00:00,100,2022-04-03 10:00:00
940,6,2024-01-10 10:00:00,Virtual Zoom,2024-01-10 12:00:00,100,2024-01-03 10:00:00
941,10,2023-02-15 10:00:00,Ella Rises HQ,2023-02-15 12:00:00,100,2023-02-08 10:00:00
942,8,2023-07-14 10:00:00,Art Studio 2,2023-07-14 12:00:00,100,2023-07-07 10:00:00
943,7,2022-04-15 10:00:00,Community Center Room A,2022-04-15 12:00:00,100,2022-04-08 10:00:00
944,8,2024-04-12 10:00:00,Community Center Room A,2024-04-12 12:00:00,100,2024-04-05 10:00:00
945,3,2024-10-01 10:00:00,Art Studio 2,2024-10-01 12:00:00,100,2024-09-24 10:00:00
946,1,2024-01-07 10:00:00,Art Studio 2,2024-01-07 12:00:00,100,2023-12-31 10:00:00
947,2,2023-01-28 10:00:00,Local Library,2023-01-28 12:00:00,100,2023-01-21 10:00:00
948,6,2024-09-04 10:00:00,Ella Rises HQ,2024-09-04 12:00:00,100,2024-08-28 10:00:00
949,5,2025-10-16 10:00:00,Art Studio 2,2025-10-16 12:00:00,100,2025-10-09 10:00:00
950,8,2023-04-14 10:00:00,Ella Rises HQ,2023-04-14 12:00:00,100,2023-04-07 10:00:00
951,6,2023-06-28 10:00:00,Local Library,2023-06-28 12:00:00,100,2023-06-21 10:00:00
952,2,2023-07-22 10:00:00,Virtual Zoom,2023-07-22 12:00:00,100,2023-07-15 10:00:00
953,8,2025-08-08 10:00:00,Virtual Zoom,2025-08-08 12:00:00,100,2025-08-01 10:00:00
954,8,2023-11-10 10:00:00,Virtual Zoom,2023-11-10 12:00:00,100,2023-11-03 10:00:00
955,2,2023-01-14 10:00:00,Virtual Zoom,2023-01-14 12:00:00,100,2023-01-07 10:00:00
956,2,2023-09-09 10:00:00,Local Library,2023-09-09 12:00:00,100,2023-09-02 10:00:00
957,2,2025-05-24 10:00:00,Art Studio 2,2025-05-24 12:00:00,100,2025-05-17 10:00:00
958,8,2024-05-10 10:00:00,Virtual Zoom,2024-05-10 12:00:00,100,2024-05-03 10:00:00
959,8,2022-07-01 10:00:00,Ella Rises HQ,2022-07-01 12:00:00,100,2022-06-24 10:00:00
960,4,2023-11-15 10:00:00,Community Center Room A,2023-11-15 12:00:00,100,2023-11-08 10:00:00
961,2,2024-08-10 10:00:00,Virtual Zoom,2024-08-10 12:00:00,100,2024-08-03 10:00:00
962,7,2022-11-15 10:00:00,Art Studio 2,2022-11-15 12:00:00,100,2022-11-08 10:00:00
963,2,2021-11-13 10:00:00,Virtual Zoom,2021-11-13 12:00:00,100,2021-11-06 10:00:00
964,10,2023-01-15 10:00:00,Art Studio 2,2023-01-15 12:00:00,100,2023-01-08 10:00:00
965,10,2025-05-15 10:00:00,Virtual Zoom,2025-05-15 12:00:00,100,2025-05-08 10:00:00
966,7,2024-01-15 10:00:00,Ella Rises HQ,2024-01-15 12:00:00,100,2024-01-08 10:00:00
967,1,2023-07-23 10:00:00,Virtual Zoom,2023-07-23 12:00:00,100,2023-07-16 10:00:00
968,6,2023-04-05 10:00:00,Art Studio 2,2023-04-05 12:00:00,100,2023-03-29 10:00:00
969,3,2023-08-08 10:00:00,Art Studio 2,2023-08-08 12:00:00,100,2023-08-01 10:00:00
970,6,2022-03-30 10:00:00,Art Studio 2,2022-03-30 12:00:00,100,2022-03-23 10:00:00
971,3,2021-12-14 10:00:00,Virtual Zoom,2021-12-14 12:00:00,100,2021-12-07 10:00:00
972,8,2024-11-22 10:00:00,Art Studio 2,2024-11-22 12:00:00,100,2024-11-15 10:00:00
973,4,2022-09-15 10:00:00,Ella Rises HQ,2022-09-15 12:00:00,100,2022-09-08 10:00:00
974,8,2022-12-02 10:00:00,Virtual Zoom,2022-12-02 12:00:00,100,2022-11-25 10:00:00
975,1,2023-02-19 10:00:00,Art Studio 2,2023-02-19 12:00:00,100,2023-02-12 10:00:00
976,4,2022-06-15 10:00:00,Local Library,2022-06-15 12:00:00,100,2022-06-08 10:00:00
977,6,2025-02-26 10:00:00,Community Center Room A,2025-02-26 12:00:00,100,2025-02-19 10:00:00
978,2,2025-03-01 10:00:00,Local Library,2025-03-01 12:00:00,100,2025-02-22 10:00:00
979,3,2024-06-25 10:00:00,Community Center Room A,2024-06-25 12:00:00,100,2024-06-18 10:00:00
980,6,2022-01-12 10:00:00,Local Library,2022-01-12 12:00:00,100,2022-01-05 10:00:00
981,5,2025-03-06 10:00:00,Community Center Room A,2025-03-06 12:00:00,100,2025-02-27 10:00:00
982,5,2025-06-05 10:00:00,Virtual Zoom,2025-06-05 12:00:00,100,2025-05-29 10:00:00
983,8,2023-05-12 10:00:00,Ella Rises HQ,2023-05-12 12:00:00,100,2023-05-05 10:00:00
984,5,2025-08-28 10:00:00,Ella Rises HQ,2025-08-28 12:00:00,100,2025-08-21 10:00:00
985,5,2025-07-17 10:00:00,Ella Rises HQ,2025-07-17 12:00:00,100,2025-07-10 10:00:00
986,5,2023-09-07 10:00:00,Ella Rises HQ,2023-09-07 12:00:00,100,2023-08-31 10:00:00
987,1,2024-08-11 10:00:00,Community Center Room A,2024-08-11 12:00:00,100,2024-08-04 10:00:00
988,5,2025-03-20 10:00:00,Local Library,2025-03-20 12:00:00,100,2025-03-13 10:00:00
989,3,2024-04-23 10:00:00,Virtual Zoom,2024-04-23 12:00:00,100,2024-04-16 10:00:00
990,10,2025-04-15 10:00:00,Virtual Zoom,2025-04-15 12:00:00,100,2025-04-08 10:00:00
991,2,2023-11-11 10:00:00,Art Studio 2,2023-11-11 12:00:00,100,2023-11-04 10:00:00
992,5,2022-08-25 10:00:00,Ella Rises HQ,2022-08-25 12:00:00,100,2022-08-18 10:00:00
993,8,2022-02-04 10:00:00,Ella Rises HQ,2022-02-04 12:00:00,100,2022-01-28 10:00:00
994,6,2022-02-16 10:00:00,Virtual Zoom,2022-02-16 12:00:00,100,2022-02-09 10:00:00
995,5,2024-07-04 10:00:00,Virtual Zoom,2024-07-04 12:00:00,100,2024-06-27 10:00:00
996,8,2025-03-07 10:00:00,Art Studio 2,2025-03-07 12:00:00,100,2025-02-28 10:00:00
997,6,2023-10-18 10:00:00,Ella Rises HQ,2023-10-18 12:00:00,100,2023-10-11 10:00:00
998,1,2024-09-15 10:00:00,Local Library,2024-09-15 12:00:00,100,2024-09-08 10:00:00
999,1,2022-06-12 10:00:00,Ella Rises HQ,2022-06-12 12:00:00,100,2022-06-05 10:00:00
1000,8,2023-08-18 10:00:00,Ella Rises HQ,2023-08-18 12:00:00,100,2023-08-11 10:00:00
1001,5,2023-01-19 10:00:00,Local Library,2023-01-19 12:00:00,100,2023-01-12 10:00:00
1002,2,2022-10-22 10:00:00,Ella Rises HQ,2022-10-22 12:00:00,100,2022-10-15 10:00:00
1003,6,2023-02-01 10:00:00,Ella Rises HQ,2023-02-01 12:00:00,100,2023-01-25 10:00:00
1004,1,2022-05-08 10:00:00,Local Library,2022-05-08 12:00:00,100,2022-05-01 10:00:00
1005,5,2022-01-27 10:00:00,Ella Rises HQ,2022-01-27 12:00:00,100,2022-01-20 10:00:00
1006,5,2023-05-25 10:00:00,Virtual Zoom,2023-05-25 12:00:00,100,2023-05-18 10:00:00
1007,4,2025-03-15 10:00:00,Art Studio 2,2025-03-15 12:00:00,100,2025-03-08 10:00:00
1008,10,2024-11-15 10:00:00,Art Studio 2,2024-11-15 12:00:00,100,2024-11-08 10:00:00
1009,4,2022-07-15 10:00:00,Local Library,2022-07-15 12:00:00,100,2022-07-08 10:00:00
1010,2,2024-10-12 10:00:00,Local Library,2024-10-12 12:00:00,100,2024-10-05 10:00:00
1011,2,2025-10-11 10:00:00,Local Library,2025-10-11 12:00:00,100,2025-10-04 10:00:00
1012,5,2023-09-14 10:00:00,Community Center Room A,2023-09-14 12:00:00,100,2023-09-07 10:00:00
1013,6,2023-02-15 10:00:00,Local Library,2023-02-15 12:00:00,100,2023-02-08 10:00:00
1014,10,2023-06-15 10:00:00,Art Studio 2,2023-06-15 12:00:00,100,2023-06-08 10:00:00
1015,3,2022-08-02 10:00:00,Ella Rises HQ,2022-08-02 12:00:00,100,2022-07-26 10:00:00
1016,6,2022-08-24 10:00:00,Community Center Room A,2022-08-24 12:00:00,100,2022-08-17 10:00:00
1017,8,2022-03-11 10:00:00,Community Center Room A,2022-03-11 12:00:00,100,2022-03-04 10:00:00
1018,7,2022-06-15 10:00:00,Local Library,2022-06-15 12:00:00,100,2022-06-08 10:00:00
1019,11,,,,,
1020,4,,,,,
1021,10,,,,,
1022,7,,,,,
1023,2,,,,,
1024,2,2022-04-15 10:00:00,Local Library,2022-04-15 12:00:00,100,2022-04-08 10:00:00
1025,2,2022-05-15 10:00:00,Virtual Zoom,2022-05-15 12:00:00,100,2022-05-08 10:00:00
1026,2,2023-01-15 10:00:00,Virtual Zoom,2023-01-15 12:00:00,100,2023-01-08 10:00:00
1027,2,2023-05-15 10:00:00,Virtual Zoom,2023-05-15 12:00:00,100,2023-05-08 10:00:00
1028,2,2023-08-15 10:00:00,Ella Rises HQ,2023-08-15 12:00:00,100,2023-08-08 10:00:00
1029,2,2023-09-15 10:00:00,Community Center Room A,2023-09-15 12:00:00,100,2023-09-08 10:00:00
1030,2,2023-10-15 10:00:00,Virtual Zoom,2023-10-15 12:00:00,100,2023-10-08 10:00:00
1031,2,2024-03-15 10:00:00,Community Center Room A,2024-03-15 12:00:00,100,2024-03-08 10:00:00
1032,2,2024-07-15 10:00:00,Community Center Room A,2024-07-15 12:00:00,100,2024-07-08 10:00:00
1033,2,2024-09-15 10:00:00,Community Center Room A,2024-09-15 12:00:00,100,2024-09-08 10:00:00
1034,2,2024-11-15 10:00:00,Community Center Room A,2024-11-15 12:00:00,100,2024-11-08 10:00:00
1035,2,2025-05-15 10:00:00,Art Studio 2,2025-05-15 12:00:00,100,2025-05-08 10:00:00
1036,2,2022-04-15 10:00:00,Art Studio 2,2022-04-15 12:00:00,100,2022-04-08 10:00:00
1037,2,2023-12-15 10:00:00,Community Center Room A,2023-12-15 12:00:00,100,2023-12-08 10:00:00
1038,2,2024-04-15 10:00:00,Ella Rises HQ,2024-04-15 12:00:00,100,2024-04-08 10:00:00
1039,2,2024-08-15 10:00:00,Community Center Room A,2024-08-15 12:00:00,100,2024-08-08 10:00:00
1040,2,2025-01-15 10:00:00,Virtual Zoom,2025-01-15 12:00:00,100,2025-01-08 10:00:00
1041,2,2025-03-15 10:00:00,Community Center Room A,2025-03-15 12:00:00,100,2025-03-08 10:00:00
1042,2,2025-08-15 10:00:00,Local Library,2025-08-15 12:00:00,100,2025-08-08 10:00:00
1043,2,2025-11-15 10:00:00,Community Center Room A,2025-11-15 12:00:00,100,2025-11-08 10:00:00
1044,2,2022-03-15 10:00:00,Ella Rises HQ,2022-03-15 12:00:00,100,2022-03-08 10:00:00
1045,2,2022-09-15 10:00:00,Community Center Room A,2022-09-15 12:00:00,100,2022-09-08 10:00:00
1046,6,2023-02-15 10:00:00,Ella Rises HQ,2023-02-15 12:00:00,100,2023-02-08 10:00:00
1047,6,2023-09-15 10:00:00,Virtual Zoom,2023-09-15 12:00:00,100,2023-09-08 10:00:00
1048,6,2023-12-15 10:00:00,Virtual Zoom,2023-12-15 12:00:00,100,2023-12-08 10:00:00
1049,6,2024-03-15 10:00:00,Community Center Room A,2024-03-15 12:00:00,100,2024-03-08 10:00:00
1050,6,2024-04-15 10:00:00,Local Library,2024-04-15 12:00:00,100,2024-04-08 10:00:00
1051,6,2024-12-15 10:00:00,Local Library,2024-12-15 12:00:00,100,2024-12-08 10:00:00
1052,6,2025-10-15 10:00:00,Art Studio 2,2025-10-15 12:00:00,100,2025-10-08 10:00:00
